sample_id,model_1,model_2,model_3,mean,std
sample_81117,8.8969,9.3261,9.0253,9.0828,0.2203
sample_81118,8.3034,8.443,8.0855,8.2773,0.1802
sample_81119,7.7105,8.3301,7.6583,7.8996,0.3737
sample_81120,8.5234,8.8035,8.4599,8.5956,0.1828
sample_81121,7.8796,8.28,7.84,7.9999,0.2434
sample_81122,8.2643,8.8441,8.3153,8.4745,0.321
sample_81123,9.362,9.8116,9.3081,9.4939,0.2765
sample_81124,9.0009,9.5606,9.1992,9.2536,0.2838
sample_81125,9.0241,9.4971,9.1701,9.2304,0.2422
sample_81126,9.5097,9.8581,9.45,9.606,0.2204
sample_81127,8.6376,8.6189,8.3257,8.5274,0.1749
sample_81128,7.3016,8.0747,7.4124,7.5962,0.4181
sample_81129,9.2075,9.6994,9.2886,9.3985,0.2637
sample_81130,9.1507,9.831,9.4131,9.4649,0.3431
sample_81131,8.1192,8.5505,8.0981,8.2559,0.2553
sample_81132,9.0673,9.6718,9.2292,9.3228,0.3129
sample_81133,8.8923,9.3418,8.9049,9.0464,0.2559
sample_81134,8.5819,8.9512,8.4641,8.6657,0.2541
sample_81135,8.6285,9.2698,8.7793,8.8925,0.3353
sample_81136,8.0256,8.402,8.1254,8.1843,0.195
sample_81137,7.3408,8.137,7.5153,7.6643,0.4185
sample_81138,9.0864,9.5923,9.1014,9.26,0.2879
sample_81139,7.4907,7.9766,7.4918,7.653,0.2803
sample_81140,7.6515,7.8792,7.398,7.6429,0.2407
sample_81141,8.2794,8.7184,8.1817,8.3932,0.2858
sample_81142,8.9905,9.5183,9.1963,9.235,0.266
sample_81143,8.5259,9.0803,8.8462,8.8175,0.2783
sample_81144,7.9892,8.1214,7.915,8.0085,0.1045
sample_81145,9.2158,9.5627,9.2214,9.3333,0.1987
sample_81146,8.0983,8.5559,8.1702,8.2748,0.2461
sample_81147,9.0953,9.7444,9.2741,9.3713,0.3353
sample_81148,8.6944,8.9277,8.6465,8.7562,0.1504
sample_81149,7.9072,8.3732,7.9941,8.0915,0.2478
sample_81150,7.9342,8.4111,7.9124,8.0859,0.2818
sample_81151,8.5419,8.9924,8.5435,8.6926,0.2596
sample_81152,7.4477,7.9677,7.5554,7.6569,0.2745
sample_81153,8.5693,8.7104,8.482,8.5872,0.1152
sample_81154,9.5494,9.9662,9.5507,9.6888,0.2403
sample_81155,8.3249,8.8137,8.3264,8.4883,0.2818
sample_81156,9.0221,9.1464,8.8095,8.9927,0.1704
sample_81157,7.8217,8.4535,7.8883,8.0545,0.3471
sample_81158,8.4667,8.7637,8.375,8.5351,0.2032
sample_81159,7.4287,8.0314,7.4658,7.642,0.3377
sample_81160,8.4965,8.7768,8.3279,8.5337,0.2267
sample_81161,8.9456,9.0949,8.6655,8.902,0.218
sample_81162,8.5814,8.8151,8.5562,8.6509,0.1428
sample_81163,8.5344,8.7399,8.4898,8.588,0.1334
sample_81164,8.7953,8.9051,8.6367,8.779,0.135
sample_81165,7.9453,8.507,7.9315,8.128,0.3283
sample_81166,9.1532,9.7042,9.3423,9.3999,0.28
sample_81167,7.8777,8.4051,7.8432,8.042,0.315
sample_81168,8.5521,9.0068,8.6596,8.7395,0.2377
sample_81169,7.6691,8.2798,7.81,7.9197,0.3197
sample_81170,7.93,8.3032,7.7664,7.9999,0.2751
sample_81171,8.6689,9.3171,8.88,8.9553,0.3306
sample_81172,8.2476,8.6777,8.3232,8.4162,0.2296
sample_81173,9.0686,9.5673,9.264,9.3,0.2513
sample_81174,8.9211,9.2864,8.9494,9.0523,0.2032
sample_81175,8.8421,8.8905,8.5259,8.7529,0.198
sample_81176,7.5377,8.0374,7.5369,7.704,0.2887
sample_81177,8.6602,9.0667,8.6434,8.7901,0.2397
sample_81178,8.398,8.7923,8.4562,8.5488,0.2129
sample_81179,8.1771,8.6295,8.2001,8.3356,0.2548
sample_81180,9.2936,9.7996,9.384,9.4924,0.2699
sample_81181,8.2818,8.801,8.3392,8.474,0.2846
sample_81182,8.1045,8.5851,8.1222,8.2706,0.2725
sample_81183,7.4272,8.1449,7.4692,7.6804,0.4028
sample_81184,9.0317,9.3252,8.9216,9.0928,0.2086
sample_81185,9.0107,9.6035,9.0915,9.2352,0.3215
sample_81186,7.8145,8.4594,7.8898,8.0546,0.3526
sample_81187,9.2604,9.6903,9.3107,9.4204,0.2351
sample_81188,8.9415,9.2661,8.8577,9.0218,0.2157
sample_81189,9.3699,9.7879,9.3444,9.5007,0.249
sample_81190,8.0432,8.6018,7.9811,8.2087,0.3419
sample_81191,8.6865,9.1242,8.7388,8.8498,0.239
sample_81192,8.9067,9.1876,8.8907,8.995,0.167
sample_81193,9.4159,9.9855,9.5173,9.6396,0.3038
sample_81194,7.5924,8.5019,7.7753,7.9565,0.4811
sample_81195,8.4416,8.9281,8.319,8.5629,0.3221
sample_81196,9.0065,9.3318,8.9778,9.1054,0.1966
sample_81197,7.9607,8.4876,7.9224,8.1236,0.3159
sample_81198,7.829,8.5088,7.8898,8.0759,0.3761
sample_81199,8.05,8.3858,7.9935,8.1431,0.2121
sample_81200,9.0958,9.3838,9.034,9.1712,0.1867
sample_81201,8.2549,8.7019,8.215,8.3906,0.2704
sample_81202,8.0117,8.5623,8.3316,8.3018,0.2765
sample_81203,8.9296,9.5304,9.1312,9.197,0.3058
sample_81204,8.2307,8.6149,8.17,8.3385,0.2412
sample_81205,8.3891,8.6655,8.3618,8.4722,0.168
sample_81206,8.0339,8.5451,8.0381,8.2057,0.2939
sample_81207,8.1242,8.6025,8.2023,8.3097,0.2565
sample_81208,8.5592,9.199,8.7815,8.8466,0.3248
sample_81209,8.9969,9.3642,8.7256,9.0289,0.3205
sample_81210,9.3475,9.8458,9.4351,9.5428,0.266
sample_81211,9.1403,9.1289,8.8248,9.0313,0.179
sample_81212,8.2745,8.7771,8.3162,8.4559,0.2789
sample_81213,7.7689,8.3081,7.7437,7.9402,0.3189
sample_81214,7.9742,8.4852,7.9305,8.13,0.3084
sample_81215,9.4201,10.0621,9.6476,9.7099,0.3255
sample_81216,8.7309,9.0133,8.6771,8.8071,0.1806
sample_81217,9.1007,9.0738,8.8015,8.992,0.1655
sample_81218,8.2508,8.5932,8.1922,8.3454,0.2166
sample_81219,8.624,9.0653,8.6797,8.7897,0.2403
sample_81220,8.5001,8.8549,8.4353,8.5968,0.2259
sample_81221,9.0147,9.4613,9.0901,9.1887,0.2391
sample_81222,8.1033,8.6523,8.1702,8.3086,0.2995
sample_81223,9.0764,9.5895,9.235,9.3003,0.2627
sample_81224,7.9454,8.2234,7.6852,7.9513,0.2692
sample_81225,8.8812,9.2452,8.9888,9.0384,0.187
sample_81226,7.7418,8.1822,7.7123,7.8788,0.2632
sample_81227,9.3811,9.8141,9.3626,9.5193,0.2555
sample_81228,9.0161,9.5084,9.0748,9.1997,0.2689
sample_81229,7.4943,7.9151,7.4696,7.6264,0.2504
sample_81230,8.8395,9.4558,8.9653,9.0869,0.3256
sample_81231,8.7831,9.3774,8.8897,9.0168,0.3168
sample_81232,9.3716,9.8554,9.3696,9.5322,0.2799
sample_81233,8.9486,9.5198,9.169,9.2125,0.2881
sample_81234,8.7787,9.2712,8.9782,9.0093,0.2477
sample_81235,9.1157,9.7531,9.4047,9.4245,0.3192
sample_81236,8.7937,9.1683,8.8274,8.9298,0.2072
sample_81237,8.7256,8.8447,8.5813,8.7172,0.1319
sample_81238,8.7206,8.8875,8.5395,8.7159,0.1741
sample_81239,8.823,9.3585,8.9453,9.0423,0.2806
sample_81240,7.9774,8.439,7.8502,8.0889,0.3098
sample_81241,8.3832,8.5433,8.2231,8.3832,0.1601
sample_81242,8.5786,8.8079,8.4674,8.618,0.1737
sample_81243,8.979,9.6396,9.1704,9.263,0.3399
sample_81244,7.6703,8.371,7.6514,7.8976,0.4101
sample_81245,9.4939,10.0037,9.5689,9.6888,0.2753
sample_81246,8.1176,8.5601,8.2289,8.3022,0.2302
sample_81247,8.7271,8.9077,8.6707,8.7685,0.1238
sample_81248,8.9602,9.4865,9.1108,9.1858,0.271
sample_81249,8.0305,8.5158,8.0745,8.2069,0.2683
sample_81250,7.8352,8.427,8.0404,8.1009,0.3005
sample_81251,8.2399,8.5401,8.2734,8.3511,0.1645
sample_81252,8.5447,8.7896,8.2492,8.5278,0.2706
sample_81253,9.0744,9.655,9.0627,9.264,0.3386
sample_81254,8.5361,8.8162,8.5278,8.6267,0.1642
sample_81255,8.653,9.0619,8.7568,8.8239,0.2125
sample_81256,7.7753,8.1747,7.8717,7.9406,0.2084
sample_81257,7.4243,8.1036,7.4145,7.6475,0.3951
sample_81258,8.6405,9.0049,8.6283,8.7579,0.214
sample_81259,8.7556,9.1796,8.8818,8.939,0.2177
sample_81260,9.1798,9.7853,9.4089,9.458,0.3057
sample_81261,8.3363,8.6295,8.2469,8.4042,0.2001
sample_81262,8.6757,9.0799,8.6511,8.8022,0.2408
sample_81263,8.458,9.0131,8.554,8.675,0.2967
sample_81264,8.531,9.0317,8.5066,8.6897,0.2964
sample_81265,8.0974,8.5831,8.1689,8.2831,0.2622
sample_81266,7.2234,7.6662,7.2386,7.3761,0.2514
sample_81267,8.0912,8.5696,8.1243,8.2617,0.2672
sample_81268,8.4446,8.5714,8.2812,8.4324,0.1455
sample_81269,9.0494,9.4245,9.0652,9.1797,0.2122
sample_81270,7.322,7.9771,7.395,7.5647,0.359
sample_81271,7.5445,8.185,7.6106,7.78,0.3523
sample_81272,8.4952,8.8571,8.4736,8.6086,0.2155
sample_81273,8.6399,8.6372,8.3477,8.5416,0.1679
sample_81274,8.3662,8.6787,8.3146,8.4532,0.197
sample_81275,8.8172,9.0109,8.6905,8.8395,0.1613
sample_81276,8.4104,8.6208,8.4132,8.4815,0.1207
sample_81277,8.9361,9.4604,9.0899,9.1621,0.2695
sample_81278,9.0476,9.5537,9.2195,9.2736,0.2573
sample_81279,9.3553,9.8429,9.4774,9.5585,0.2537
sample_81280,8.9032,9.2175,8.8819,9.0009,0.1879
sample_81281,9.7447,10.1649,9.7586,9.8894,0.2387
sample_81282,7.9232,8.345,7.9663,8.0782,0.2321
sample_81283,8.5617,9.2211,8.7575,8.8468,0.3387
sample_81284,8.2948,8.7903,8.3607,8.4819,0.2691
sample_81285,8.1905,8.654,8.1936,8.346,0.2667
sample_81286,8.088,8.3908,7.8323,8.1037,0.2796
sample_81287,8.5712,8.5548,8.2714,8.4658,0.1685
sample_81288,9.0961,9.6111,9.2953,9.3342,0.2597
sample_81289,8.8753,9.1318,8.8102,8.9391,0.17
sample_81290,8.3149,8.9311,8.4954,8.5805,0.3168
sample_81291,8.7968,9.3569,8.9254,9.0264,0.2934
sample_81292,9.4792,9.8783,9.5435,9.6337,0.2143
sample_81293,9.1887,9.5958,9.1849,9.3232,0.2362
sample_81294,8.2599,8.6526,8.1408,8.3511,0.2678
sample_81295,9.4007,9.8215,9.4861,9.5694,0.2224
sample_81296,9.0054,9.5221,8.9131,9.1469,0.3283
sample_81297,9.2652,9.758,9.3614,9.4615,0.2612
sample_81298,8.111,8.5817,8.0344,8.2424,0.2964
sample_81299,8.2779,8.6879,8.1241,8.3633,0.2914
sample_81300,9.0549,9.3213,8.8797,9.0853,0.2224
sample_81301,7.9719,8.4929,7.8561,8.107,0.3392
sample_81302,8.4124,8.9049,8.4141,8.5772,0.2839
sample_81303,7.4443,7.9231,7.3252,7.5642,0.3165
sample_81304,9.0869,9.498,9.218,9.2676,0.21
sample_81305,8.2876,8.6146,8.2499,8.384,0.2005
sample_81306,9.2315,9.6364,9.2781,9.382,0.2215
sample_81307,9.2644,9.8362,9.3601,9.4869,0.3062
sample_81308,9.2833,9.6618,9.3287,9.4246,0.2067
sample_81309,7.9685,8.5852,8.0277,8.1938,0.3402
sample_81310,7.7265,8.3394,7.7502,7.9387,0.3472
sample_81311,8.2095,8.6034,8.2224,8.3451,0.2238
sample_81312,8.2395,8.6953,8.3617,8.4322,0.236
sample_81313,9.3831,9.6592,9.3324,9.4583,0.1759
sample_81314,8.9345,9.1945,8.8435,8.9908,0.1822
sample_81315,7.3331,7.6704,7.2743,7.4259,0.2137
sample_81316,7.9463,8.5796,7.9905,8.1721,0.3536
sample_81317,8.5266,8.9129,8.5341,8.6579,0.2209
sample_81318,8.2353,8.611,8.0167,8.2877,0.3006
sample_81319,8.7828,9.1607,8.8628,8.9355,0.1991
sample_81320,7.955,8.4751,8.0625,8.1642,0.2745
sample_81321,8.4329,8.4924,8.2159,8.3804,0.1455
sample_81322,9.2616,9.7939,9.4331,9.4962,0.2717
sample_81323,8.3818,8.8517,8.3256,8.5197,0.2889
sample_81324,8.6315,8.6464,8.3394,8.5391,0.1731
sample_81325,8.4706,8.9128,8.4602,8.6145,0.2584
sample_81326,9.2228,9.8072,9.3994,9.4765,0.2997
sample_81327,7.9687,8.7004,8.0378,8.2357,0.404
sample_81328,8.5636,8.8795,8.5865,8.6765,0.1761
sample_81329,8.9422,9.6048,9.0664,9.2045,0.3522
sample_81330,8.4662,8.3656,8.219,8.3502,0.1243
sample_81331,8.1308,8.7717,8.1929,8.3651,0.3535
sample_81332,9.0977,9.6316,9.1559,9.2951,0.2929
sample_81333,8.7475,9.213,8.6862,8.8822,0.2881
sample_81334,8.6048,8.9937,8.6952,8.7645,0.2035
sample_81335,7.8315,8.408,7.927,8.0555,0.309
sample_81336,9.4044,9.7711,9.4872,9.5542,0.1923
sample_81337,9.0208,9.5187,9.0323,9.1906,0.2842
sample_81338,7.8446,8.3472,7.7958,7.9959,0.3053
sample_81339,8.2544,8.6634,8.1214,8.3464,0.2824
sample_81340,8.4954,8.8521,8.5478,8.6318,0.1926
sample_81341,8.1892,8.6896,8.1673,8.3487,0.2954
sample_81342,7.7614,8.1385,7.608,7.836,0.273
sample_81343,8.7775,9.3563,9.0871,9.0736,0.2896
sample_81344,8.0654,8.4997,7.9209,8.162,0.3013
sample_81345,7.4244,7.9994,7.5911,7.6716,0.2958
sample_81346,8.8798,9.3999,9.1184,9.1327,0.2603
sample_81347,8.2065,8.6434,8.0775,8.3091,0.2965
sample_81348,7.8579,8.454,7.8581,8.0567,0.3441
sample_81349,8.5429,8.8498,8.3837,8.5922,0.2369
sample_81350,8.061,8.5784,8.1316,8.257,0.2806
sample_81351,8.7772,9.1419,8.7583,8.8925,0.2162
sample_81352,8.8199,9.4678,9.154,9.1472,0.324
sample_81353,8.3008,8.595,8.1217,8.3391,0.239
sample_81354,8.8541,9.4783,9.1921,9.1748,0.3125
sample_81355,9.0513,9.5577,9.2147,9.2745,0.2585
sample_81356,9.2369,9.8785,9.3649,9.4934,0.3395
sample_81357,8.3065,8.648,8.2528,8.4024,0.2143
sample_81358,9.275,9.8196,9.2703,9.4549,0.3158
sample_81359,8.6284,9.0291,8.6994,8.7856,0.2139
sample_81360,8.5595,8.6275,8.3672,8.5181,0.135
sample_81361,8.4145,9.0083,8.6301,8.6843,0.3006
sample_81362,8.379,8.8526,8.5921,8.6079,0.2372
sample_81363,9.223,9.8436,9.5029,9.5232,0.3108
sample_81364,8.236,8.5305,8.2117,8.3261,0.1775
sample_81365,9.2119,9.6881,9.196,9.3653,0.2796
sample_81366,8.4577,8.8548,8.3786,8.5637,0.2552
sample_81367,8.5638,8.801,8.5657,8.6435,0.1364
sample_81368,8.8841,9.5612,8.9021,9.1158,0.3858
sample_81369,8.2916,8.9279,8.6015,8.607,0.3182
sample_81370,7.357,8.0915,7.4635,7.6373,0.3969
sample_81371,8.9514,9.4242,9.0501,9.1419,0.2494
sample_81372,9.0691,9.6578,9.329,9.352,0.295
sample_81373,7.9481,8.4924,8.1019,8.1808,0.2806
sample_81374,9.5629,9.867,9.442,9.624,0.219
sample_81375,8.7154,9.2649,8.8449,8.9417,0.2873
sample_81376,9.501,9.9569,9.6215,9.6931,0.2363
sample_81377,8.1302,8.6242,8.2271,8.3272,0.2618
sample_81378,8.4427,8.9504,8.6696,8.6876,0.2543
sample_81379,8.9228,9.4803,9.0028,9.1353,0.3014
sample_81380,9.2528,9.7474,9.3966,9.4656,0.2544
sample_81381,8.9067,9.0689,8.7129,8.8962,0.1782
sample_81382,8.0551,8.6841,7.9677,8.2356,0.3908
sample_81383,8.4519,8.5837,8.3715,8.469,0.1071
sample_81384,9.0259,9.7145,9.2313,9.3239,0.3535
sample_81385,8.4307,8.8195,8.458,8.5694,0.217
sample_81386,8.3293,8.4888,8.1645,8.3275,0.1621
sample_81387,9.2028,9.7182,9.2501,9.3904,0.2849
sample_81388,9.3012,9.7249,9.3273,9.4511,0.2374
sample_81389,8.954,9.587,9.0102,9.1837,0.3504
sample_81390,9.2716,9.7716,9.2873,9.4435,0.2843
sample_81391,8.8158,9.1931,8.7878,8.9323,0.2263
sample_81392,9.3334,9.9431,9.3527,9.5431,0.3465
sample_81393,8.165,8.4141,8.0211,8.2001,0.1988
sample_81394,8.4475,8.7633,8.2607,8.4905,0.254
sample_81395,8.0609,8.623,7.9828,8.2223,0.3492
sample_81396,9.0483,9.5022,9.2435,9.2647,0.2277
sample_81397,8.9226,9.4484,9.1513,9.1741,0.2636
sample_81398,8.1982,8.3663,8.045,8.2032,0.1607
sample_81399,9.0905,9.5251,9.1374,9.251,0.2385
sample_81400,7.9463,8.4473,8.0543,8.1493,0.2636
sample_81401,8.5215,8.606,8.3206,8.4827,0.1466
sample_81402,8.3487,8.723,8.3196,8.4638,0.2249
sample_81403,8.8035,9.568,9.0059,9.1258,0.3961
sample_81404,8.6852,8.8683,8.5508,8.7014,0.1594
sample_81405,8.5199,9.05,8.75,8.7733,0.2658
sample_81406,7.4216,8.1668,7.514,7.7008,0.4062
sample_81407,8.1674,8.2674,7.9117,8.1155,0.1835
sample_81408,9.4624,9.893,9.5302,9.6285,0.2316
sample_81409,8.161,8.6783,8.286,8.3751,0.2699
sample_81410,9.101,9.73,9.262,9.3643,0.3267
sample_81411,7.5933,8.3111,7.6699,7.8581,0.3942
sample_81412,9.2286,9.7458,9.18,9.3848,0.3136
sample_81413,9.0771,9.6123,9.2892,9.3262,0.2695
sample_81414,9.1369,9.7105,9.3417,9.3964,0.2907
sample_81415,7.7959,8.3012,7.8939,7.997,0.268
sample_81416,9.3669,9.7919,9.4414,9.5334,0.227
sample_81417,8.1947,8.4334,8.1875,8.2719,0.14
sample_81418,8.0904,8.6755,8.1049,8.2903,0.3337
sample_81419,7.7564,8.394,7.9311,8.0272,0.3295
sample_81420,9.1508,9.677,9.2481,9.3586,0.28
sample_81421,8.1065,8.4847,8.1768,8.256,0.2011
sample_81422,8.0618,8.5651,8.1342,8.2537,0.2721
sample_81423,8.0972,8.5271,8.1564,8.2602,0.233
sample_81424,9.6414,10.1412,9.7275,9.8367,0.2672
sample_81425,9.1101,9.7011,9.2804,9.3639,0.3042
sample_81426,8.17,8.5531,8.2175,8.3135,0.2088
sample_81427,8.8804,9.3491,8.9526,9.0607,0.2524
sample_81428,8.0418,8.7063,8.1098,8.286,0.3656
sample_81429,8.3893,8.4681,8.1923,8.3499,0.142
sample_81430,8.4133,8.4263,8.0788,8.3061,0.197
sample_81431,8.5012,8.9427,8.5747,8.6729,0.2365
sample_81432,9.0083,9.3531,9.0693,9.1436,0.184
sample_81433,7.677,8.2316,7.7117,7.8734,0.3107
sample_81434,8.7393,9.1967,8.9729,8.9696,0.2287
sample_81435,8.1971,8.7289,8.1761,8.3674,0.3133
sample_81436,7.9585,8.3684,8.0092,8.112,0.2235
sample_81437,9.4261,10.027,9.4706,9.6412,0.3348
sample_81438,8.7478,8.9761,8.7256,8.8165,0.1386
sample_81439,8.7537,9.4063,8.786,8.982,0.3678
sample_81440,9.011,9.5446,9.1277,9.2278,0.2805
sample_81441,9.426,9.8997,9.6561,9.6606,0.2369
sample_81442,8.4061,8.8651,8.4252,8.5655,0.2597
sample_81443,8.7287,9.3665,8.9737,9.023,0.3218
sample_81444,8.571,8.7923,8.3339,8.5657,0.2292
sample_81445,9.1703,9.6759,9.269,9.3717,0.268
sample_81446,8.4715,9.0134,8.545,8.6766,0.294
sample_81447,9.4209,9.8709,9.5117,9.6012,0.238
sample_81448,8.7133,9.2171,8.8625,8.931,0.2588
sample_81449,7.8034,8.289,7.8371,7.9765,0.2712
sample_81450,8.9101,9.4957,9.0765,9.1608,0.3018
sample_81451,7.9714,8.5939,7.9034,8.1562,0.3806
sample_81452,8.8837,9.4946,9.0361,9.1381,0.318
sample_81453,8.5227,8.7956,8.4879,8.6021,0.1685
sample_81454,8.6026,9.0691,8.7886,8.8201,0.2348
sample_81455,7.9678,8.3282,7.9913,8.0957,0.2016
sample_81456,8.5178,8.9823,8.5993,8.6998,0.2481
sample_81457,9.3462,9.9216,9.3473,9.5384,0.3319
sample_81458,8.9101,9.227,8.8162,8.9844,0.2152
sample_81459,9.3996,9.8837,9.4285,9.5706,0.2715
sample_81460,9.2391,9.6289,9.3996,9.4225,0.1959
sample_81461,8.5172,8.857,8.3643,8.5795,0.2522
sample_81462,7.7509,8.0417,7.6847,7.8258,0.1899
sample_81463,9.0437,9.5552,9.1373,9.2454,0.2724
sample_81464,8.6692,9.2531,8.9216,8.948,0.2928
sample_81465,8.0637,8.3994,7.9878,8.1503,0.219
sample_81466,9.1021,9.7037,9.2939,9.3666,0.3073
sample_81467,9.2424,9.647,9.3366,9.4087,0.2117
sample_81468,7.641,7.9814,7.4825,7.7016,0.2549
sample_81469,8.6655,8.7878,8.438,8.6304,0.1775
sample_81470,9.0445,9.4675,9.1558,9.2226,0.2193
sample_81471,8.4412,8.7912,8.4243,8.5522,0.2071
sample_81472,8.5992,9.0187,8.5658,8.7279,0.2524
sample_81473,7.5277,7.9308,7.5082,7.6556,0.2385
sample_81474,9.6393,10.0135,9.5555,9.7361,0.2438
sample_81475,9.3131,9.6174,9.2026,9.3777,0.2148
sample_81476,7.84,8.3791,7.9932,8.0707,0.2778
sample_81477,8.6935,8.6877,8.4506,8.6106,0.1386
sample_81478,8.6874,8.973,8.6412,8.7672,0.1797
sample_81479,8.5247,8.7347,8.3307,8.53,0.202
sample_81480,8.5177,8.7381,8.3584,8.5381,0.1907
sample_81481,8.4558,8.8501,8.58,8.6286,0.2016
sample_81482,8.341,8.9252,8.3848,8.5503,0.3254
sample_81483,7.8236,7.9449,7.423,7.7305,0.2732
sample_81484,7.9301,8.5175,8.0482,8.1653,0.3107
sample_81485,8.1495,8.3876,8.0686,8.2019,0.1658
sample_81486,8.2505,8.8558,8.3728,8.4931,0.3201
sample_81487,9.0055,9.5105,9.0312,9.1824,0.2844
sample_81488,8.363,8.9435,8.3805,8.5623,0.3302
sample_81489,9.1424,9.5674,9.202,9.3039,0.2301
sample_81490,8.1358,8.6863,8.1809,8.3343,0.3056
sample_81491,8.0911,8.2267,7.9539,8.0906,0.1364
sample_81492,9.2748,9.6493,9.3243,9.4161,0.2034
sample_81493,8.2743,8.6281,8.1491,8.3505,0.2484
sample_81494,9.1319,9.6364,9.3123,9.3602,0.2557
sample_81495,8.5565,8.8294,8.5173,8.6344,0.17
sample_81496,9.1586,9.4542,9.048,9.2203,0.21
sample_81497,9.4902,9.8979,9.4875,9.6252,0.2362
sample_81498,8.9418,9.4586,9.1637,9.188,0.2593
sample_81499,9.3962,9.9761,9.5397,9.6373,0.302
sample_81500,9.2214,9.7564,9.1716,9.3831,0.3242
sample_81501,9.085,9.3914,9.1379,9.2048,0.1638
sample_81502,9.3257,9.758,9.2975,9.4604,0.2581
sample_81503,8.2938,8.6196,8.284,8.3991,0.191
sample_81504,9.3007,9.7997,9.3717,9.4907,0.2699
sample_81505,9.3891,9.7675,9.4103,9.5223,0.2126
sample_81506,9.0872,9.524,9.2068,9.2727,0.2257
sample_81507,8.245,8.7754,8.2502,8.4236,0.3047
sample_81508,7.3821,7.949,7.5101,7.6137,0.2973
sample_81509,8.0995,8.5207,8.1309,8.2504,0.2346
sample_81510,8.857,9.6677,9.1348,9.2198,0.4119
sample_81511,8.3437,8.447,8.1725,8.3211,0.1387
sample_81512,8.1954,8.6324,8.1289,8.3189,0.2735
sample_81513,8.979,9.3205,9.0254,9.1083,0.1852
sample_81514,9.713,10.1278,9.6813,9.8407,0.2491
sample_81515,7.9322,8.36,8.0869,8.1264,0.2166
sample_81516,9.2132,9.625,9.2437,9.3606,0.2295
sample_81517,7.759,8.3261,7.8073,7.9641,0.3144
sample_81518,7.669,8.2682,7.763,7.9001,0.3223
sample_81519,8.3681,8.9565,8.3282,8.5509,0.3518
sample_81520,8.3022,8.5166,8.2922,8.3703,0.1268
sample_81521,8.308,8.5471,8.0439,8.2997,0.2517
sample_81522,7.7763,8.5386,7.9363,8.0837,0.402
sample_81523,7.8175,8.2851,7.7708,7.9578,0.2844
sample_81524,8.6866,9.2797,8.6996,8.8886,0.3387
sample_81525,8.0602,8.5952,7.9703,8.2086,0.3379
sample_81526,8.0254,8.5259,8.0318,8.1944,0.2871
sample_81527,8.3491,8.6999,8.3549,8.468,0.2009
sample_81528,7.9056,8.3984,7.907,8.0703,0.2841
sample_81529,8.8692,9.3862,9.0953,9.1169,0.2592
sample_81530,8.3839,8.937,8.4177,8.5795,0.3101
sample_81531,9.1048,9.5104,9.2041,9.2731,0.2114
sample_81532,8.7834,9.4222,8.9491,9.0516,0.3315
sample_81533,8.0154,8.4793,7.9048,8.1331,0.3048
sample_81534,9.0706,9.6254,9.2677,9.3213,0.2812
sample_81535,8.0719,8.43,8.0793,8.1937,0.2046
sample_81536,9.3813,9.8166,9.3133,9.5038,0.2731
sample_81537,9.2073,9.6713,9.2969,9.3918,0.2461
sample_81538,9.038,9.2609,8.9427,9.0805,0.1633
sample_81539,7.8595,8.6406,8.0188,8.1729,0.4127
sample_81540,7.409,8.0765,7.5876,7.691,0.3456
sample_81541,8.8693,9.1873,8.8465,8.9677,0.1905
sample_81542,9.5938,9.9189,9.4651,9.6593,0.2339
sample_81543,7.8702,8.4674,7.8434,8.0604,0.3528
sample_81544,8.165,8.597,8.095,8.2857,0.2719
sample_81545,9.3675,9.7944,9.3567,9.5062,0.2496
sample_81546,8.0061,8.6116,8.0744,8.2307,0.3316
sample_81547,8.7663,9.2735,8.8651,8.9683,0.2689
sample_81548,8.7476,9.173,8.9682,8.9629,0.2128
sample_81549,8.7583,9.2599,8.6781,8.8988,0.3153
sample_81550,9.3267,9.8587,9.5133,9.5662,0.2699
sample_81551,9.0236,9.6719,9.1856,9.2937,0.3373
sample_81552,8.7746,9.3802,8.9354,9.0301,0.3137
sample_81553,9.2811,9.7602,9.2097,9.417,0.2994
sample_81554,8.2698,8.7232,8.3875,8.4602,0.2352
sample_81555,8.572,9.0647,8.7224,8.7863,0.2525
sample_81556,7.7655,8.3376,7.7534,7.9522,0.3339
sample_81557,9.1148,9.53,9.2489,9.2979,0.2119
sample_81558,9.0626,9.6114,9.1461,9.2734,0.2957
sample_81559,8.533,9.0688,8.5164,8.7061,0.3142
sample_81560,7.7477,8.4253,7.8854,8.0195,0.3581
sample_81561,8.6658,8.7488,8.4771,8.6306,0.1393
sample_81562,8.2557,8.6139,8.2286,8.3661,0.215
sample_81563,9.0093,9.0422,8.7449,8.9321,0.163
sample_81564,9.0574,9.648,9.2643,9.3233,0.2997
sample_81565,8.6279,9.1045,8.6417,8.7914,0.2713
sample_81566,8.7956,9.3575,9.0005,9.0512,0.2844
sample_81567,8.9763,9.4461,8.9829,9.1351,0.2694
sample_81568,9.1333,9.782,9.2007,9.372,0.3567
sample_81569,7.9121,8.4171,7.8684,8.0659,0.305
sample_81570,8.5782,8.9455,8.4933,8.6724,0.2403
sample_81571,9.5464,9.9266,9.5118,9.6616,0.2301
sample_81572,8.8565,9.4592,9.012,9.1092,0.3129
sample_81573,8.7408,8.8135,8.5014,8.6852,0.1633
sample_81574,8.8466,9.1844,8.8072,8.946,0.2073
sample_81575,8.6654,9.0721,8.8196,8.8524,0.2053
